,policy_id,subscription_length,customer_age,vehicle_age,model,fuel_type,max_torque,region_code,region_density,segment,claim_status
53204,POL035426,11.5,38,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53205,POL034192,10.8,36,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53206,POL055408,5.0,48,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53207,POL051409,0.8,48,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53208,POL045349,7.6,43,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53209,POL005016,3.5,39,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53210,POL004714,12.5,56,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53211,POL021048,2.0,43,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53212,POL009143,1.6,46,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53213,POL031845,10.8,44,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53214,POL055602,5.5,39,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53215,POL029208,3.3,47,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53216,POL005662,12.3,42,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53217,POL039206,10.4,52,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53218,POL048538,12.4,41,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53219,POL026209,6.6,43,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53220,POL035675,12.4,46,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53221,POL045415,10.3,58,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53222,POL046397,11.5,49,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53223,POL041580,9.4,39,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53224,POL022060,10.9,41,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53225,POL018558,0.7,52,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53226,POL039381,3.6,52,3.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53227,POL011778,11.4,48,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53228,POL054682,1.1,54,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53229,POL048706,2.8,48,4.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53230,POL031584,0.4,49,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53231,POL040011,0.1,35,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53232,POL000195,2.0,43,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53233,POL049643,10.8,62,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53234,POL012742,2.2,43,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53235,POL005927,12.0,50,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53236,POL020303,9.3,40,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53237,POL038173,12.0,57,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53238,POL032692,0.9,35,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53239,POL023959,8.8,39,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53240,POL029394,4.7,45,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53241,POL027635,10.3,44,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53242,POL027528,2.6,50,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53243,POL036078,11.8,50,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53244,POL053189,10.2,42,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53245,POL033005,1.3,41,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53246,POL003146,10.4,39,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53247,POL057840,10.3,42,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53248,POL040767,12.0,60,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53249,POL053549,0.2,49,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53250,POL049788,11.0,59,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53251,POL058255,10.8,37,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53252,POL017593,9.4,68,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53253,POL028803,8.5,39,4.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53254,POL039896,0.2,37,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53255,POL041792,10.3,44,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53256,POL029485,11.1,54,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53257,POL012569,4.3,49,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53258,POL036108,11.8,49,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53259,POL051629,10.3,44,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53260,POL047971,12.4,63,3.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53261,POL047293,10.1,43,3.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53262,POL015702,10.8,54,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53263,POL057174,8.7,35,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53264,POL015381,8.0,47,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53265,POL055682,12.2,53,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53266,POL054653,2.7,60,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53267,POL028114,12.3,39,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53268,POL057661,12.3,41,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53269,POL002318,3.5,41,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53270,POL048561,1.1,44,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53271,POL022785,11.8,47,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53272,POL051606,10.3,38,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53273,POL021365,11.4,36,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53274,POL018838,10.2,40,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53275,POL031847,11.4,39,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53276,POL057170,9.3,39,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53277,POL047775,2.5,36,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53278,POL027950,11.4,62,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53279,POL006942,1.0,37,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53280,POL053473,11.0,59,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53281,POL003833,4.3,35,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53282,POL048929,3.3,44,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53283,POL035095,6.8,35,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53284,POL027938,4.6,51,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53285,POL043392,11.1,45,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53286,POL052964,6.5,40,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53287,POL025405,2.8,39,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53288,POL023222,5.6,50,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53289,POL040112,11.1,39,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53290,POL019036,8.5,42,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53291,POL047072,10.5,39,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53292,POL052885,5.0,44,4.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53293,POL006760,5.7,40,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53294,POL003533,12.2,36,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53295,POL051020,10.1,39,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53296,POL014352,9.1,43,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53297,POL035019,8.8,56,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53298,POL023627,11.0,48,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53299,POL001492,10.2,45,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53300,POL008887,10.0,48,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53301,POL038223,10.3,58,4.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53302,POL018890,11.3,48,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53303,POL030624,10.6,49,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53304,POL009579,7.2,47,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53305,POL025282,11.9,40,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53306,POL055989,11.0,41,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53307,POL031317,10.5,45,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53308,POL001707,12.4,44,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53309,POL043900,1.0,39,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53310,POL049315,2.6,42,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53311,POL033345,8.1,49,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53312,POL028723,10.9,61,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53313,POL016603,11.3,43,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53314,POL056955,11.8,61,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53315,POL003782,10.1,53,3.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53316,POL055897,2.8,40,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53317,POL033964,10.8,58,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53318,POL051366,10.4,58,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53319,POL000362,11.2,52,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53320,POL051055,7.6,52,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53321,POL006517,3.6,39,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53322,POL025731,8.3,40,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53323,POL026917,3.0,50,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53324,POL028922,0.8,41,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53325,POL027974,12.2,54,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53326,POL049422,11.6,63,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53327,POL034390,3.2,60,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53328,POL040113,0.2,43,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53329,POL044190,2.8,40,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53330,POL019109,12.0,39,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53331,POL003994,11.9,45,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53332,POL016600,4.4,50,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53333,POL012435,5.4,45,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53334,POL043661,10.9,35,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53335,POL006295,11.7,40,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53336,POL028281,3.5,60,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53337,POL003042,1.9,40,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53338,POL006790,12.2,62,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53339,POL028334,11.8,57,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53340,POL012240,12.3,45,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53341,POL013215,10.8,53,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53342,POL015697,0.9,44,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53343,POL050655,10.0,40,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53344,POL025634,3.6,42,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53345,POL053485,11.1,47,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53346,POL029848,11.2,53,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53347,POL053513,12.5,41,8.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53348,POL002354,4.1,40,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53349,POL058229,2.6,35,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53350,POL031439,4.1,37,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53351,POL046086,11.7,58,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53352,POL008995,12.0,53,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53353,POL023022,0.1,39,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53354,POL029998,4.6,42,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53355,POL042594,10.8,56,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53356,POL002176,11.5,48,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53357,POL004970,11.0,52,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53358,POL017104,10.9,48,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53359,POL038068,11.3,55,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53360,POL023075,12.2,41,3.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53361,POL047887,11.7,36,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53362,POL005944,10.5,37,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53363,POL041575,12.4,54,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53364,POL025355,11.2,40,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53365,POL055692,0.9,38,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53366,POL045568,7.6,45,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53367,POL023428,4.9,40,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53368,POL024034,11.2,50,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53369,POL020533,10.1,66,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53370,POL018367,8.7,51,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53371,POL056892,10.2,48,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53372,POL014970,6.8,46,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53373,POL049246,8.7,40,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53374,POL014456,12.3,39,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53375,POL034799,6.5,36,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53376,POL008203,12.4,39,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53377,POL037037,1.0,41,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53378,POL017113,5.4,52,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53379,POL032491,2.8,45,3.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53380,POL040735,9.3,41,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53381,POL055143,11.7,51,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53382,POL053385,2.1,54,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53383,POL036210,11.7,37,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53384,POL004263,11.5,51,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53385,POL037132,1.0,44,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53386,POL002679,10.4,53,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53387,POL057936,10.5,60,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53388,POL007359,7.0,56,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53389,POL048733,11.3,47,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53390,POL035285,5.1,46,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53391,POL042061,10.3,50,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53392,POL046707,12.1,36,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53393,POL009242,12.0,61,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53394,POL025544,2.4,39,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53395,POL011621,2.4,39,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53396,POL012563,11.1,41,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53397,POL042855,2.0,43,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53398,POL006648,5.2,43,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53399,POL053338,1.7,45,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53400,POL057727,0.5,44,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53401,POL032406,11.5,45,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53402,POL026205,12.2,36,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53403,POL021969,2.5,38,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53404,POL040479,5.9,41,3.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53405,POL032211,0.6,59,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53406,POL044001,6.0,41,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53407,POL015354,0.5,35,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53408,POL007816,11.9,40,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53409,POL019282,3.7,43,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53410,POL032000,11.8,47,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53411,POL002082,1.9,40,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53412,POL026258,2.8,51,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53413,POL042438,10.2,48,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53414,POL013063,5.9,48,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53415,POL049357,10.7,47,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53416,POL011900,1.0,49,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53417,POL025239,1.6,36,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53418,POL007233,10.9,64,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53419,POL017353,3.4,41,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53420,POL052435,3.6,40,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53421,POL030395,11.1,35,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53422,POL020682,7.3,39,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53423,POL045499,2.2,49,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53424,POL055650,0.7,54,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53425,POL016250,11.4,46,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53426,POL042273,5.5,36,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53427,POL036247,11.9,48,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53428,POL043539,11.3,37,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53429,POL052583,10.7,35,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53430,POL029337,11.1,54,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53431,POL000900,11.9,47,3.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53432,POL008783,12.4,66,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53433,POL000297,4.7,57,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53434,POL038177,0.9,35,3.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53435,POL007177,11.0,52,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53436,POL044097,10.9,50,6.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53437,POL056314,11.1,49,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53438,POL005640,0.4,40,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53439,POL045866,0.7,44,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53440,POL044987,2.2,41,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53441,POL049653,10.8,55,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53442,POL024601,10.1,52,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53443,POL041305,6.1,49,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53444,POL037193,10.9,37,5.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53445,POL001127,11.9,44,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53446,POL002459,0.5,52,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53447,POL049644,10.5,39,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53448,POL052898,2.2,40,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53449,POL029270,12.5,47,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53450,POL013699,11.9,35,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53451,POL002776,0.1,58,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53452,POL033297,4.6,53,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53453,POL048648,2.9,37,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53454,POL024468,1.1,48,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53455,POL033758,5.2,61,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53456,POL028485,1.2,48,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53457,POL049765,4.0,39,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53458,POL023356,12.0,40,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53459,POL009775,10.3,52,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53460,POL030797,12.4,64,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53461,POL009771,12.1,47,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53462,POL000103,12.0,56,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53463,POL054794,0.6,56,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53464,POL044874,10.4,45,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53465,POL000192,12.2,44,1.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53466,POL034194,11.2,44,3.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53467,POL030863,9.7,38,1.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53468,POL042672,5.7,53,2.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53469,POL036471,11.6,54,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53470,POL031300,10.6,54,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53471,POL021572,9.7,50,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53472,POL004243,1.1,44,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53473,POL002019,1.2,39,4.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53474,POL006474,10.8,47,0.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53475,POL051885,11.4,54,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53476,POL046125,11.9,39,0.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53477,POL034327,12.4,45,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53478,POL017674,2.1,38,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53479,POL046990,12.3,45,3.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53480,POL001629,2.1,40,3.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53481,POL022639,1.3,41,2.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53482,POL038647,11.0,61,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53483,POL030921,1.8,58,3.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53484,POL015326,10.8,52,1.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53485,POL003526,11.2,37,1.8,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53486,POL012430,2.4,41,0.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53487,POL050420,11.5,49,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53488,POL029904,2.8,48,2.0,M6,Petrol,113Nm@4400rpm,C8,8794,B2,1
53489,POL037029,12.3,44,1.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53490,POL000929,3.8,46,2.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53491,POL013423,7.5,48,0.2,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53492,POL006000,1.9,42,2.6,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
53493,POL056504,10.6,45,0.4,M6,Petrol,113Nm@4400rpm,C8,8794,B2,0
